product_id,general_id,sku,product_name,price,size,color,description,image_list,url
56349,elise_56349,FS2309046BPWOBE,QUẦN SUÔNG SẠN BE LY GIỮA KHÓA SAU,1.298.000 VND,"['S', 'M', 'L']",,,"{'001_QUẦN SUÔNG SẠN BE LY GIỮA KHÓA SAU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2309046bpwobe.jpg', '002_QUẦN SUÔNG SẠN BE LY GIỮA KHÓA SAU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2309046bpwobe4.jpg', '003_QUẦN SUÔNG SẠN BE LY GIỮA KHÓA SAU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2309046bpwobe3.jpg', '004_QUẦN SUÔNG SẠN BE LY GIỮA KHÓA SAU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2309046bpwobe2.jpg', '005_QUẦN SUÔNG SẠN BE LY GIỮA KHÓA SAU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2309046bpwobe1.jpg'}",
56344,elise_56344,FF2307029BPDEBL,QUẦN JEANS KT XANH ỐNG LOE,1.398.000 VND,"['S', 'M', 'L']",,,"{'001_QUẦN JEANS KT XANH ỐNG LOE': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307029bpdebl.jpg', '002_QUẦN JEANS KT XANH ỐNG LOE': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307029bpdebl1.jpg', '003_QUẦN JEANS KT XANH ỐNG LOE': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307029bpdebl3.jpg', '004_QUẦN JEANS KT XANH ỐNG LOE': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307029bpdebl2.jpg'}",
56339,elise_56339,FF2307140TLDEBL,SM JEANS XANH CỔ ĐỨC DIỄU CHỈ,1.398.000 VND,"['S', 'M', 'L']",,,"{'001_SM JEANS XANH CỔ ĐỨC DIỄU CHỈ': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307140tldebl3.jpg', '002_SM JEANS XANH CỔ ĐỨC DIỄU CHỈ': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307140tldebl1.jpg', '003_SM JEANS XANH CỔ ĐỨC DIỄU CHỈ': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307140tldebl2.jpg', '004_SM JEANS XANH CỔ ĐỨC DIỄU CHỈ': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307140tldebl.jpg'}",
56334,elise_56334,FF2309037BKDEBL,CHÂN VÁY JEANS TÚI ỐP CÚC TRƯỚC,1.198.000 VND,"['S', 'M', 'L']",,,"{'001_CHÂN VÁY JEANS TÚI ỐP CÚC TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309037bkdebl.jpg', '002_CHÂN VÁY JEANS TÚI ỐP CÚC TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309037bkdebl2.jpg', '003_CHÂN VÁY JEANS TÚI ỐP CÚC TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309037bkdebl5.jpg', '004_CHÂN VÁY JEANS TÚI ỐP CÚC TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309037bkdebl4.jpg', '005_CHÂN VÁY JEANS TÚI ỐP CÚC TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309037bkdebl3.jpg', '006_CHÂN VÁY JEANS TÚI ỐP CÚC TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309037bkdebl1.jpg'}",
56329,elise_56329,FF2307332TLSIBL,SM LỤA XANH HT HOA LOGO CỔ TÀU,1.198.000 VND,"['S', 'M', 'L']",,,"{'001_SM LỤA XANH HT HOA LOGO CỔ TÀU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307332tlsibl4.jpg', '002_SM LỤA XANH HT HOA LOGO CỔ TÀU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307332tlsibl3.jpg', '003_SM LỤA XANH HT HOA LOGO CỔ TÀU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307332tlsibl.jpg', '004_SM LỤA XANH HT HOA LOGO CỔ TÀU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307332tlsibl5.jpg', '005_SM LỤA XANH HT HOA LOGO CỔ TÀU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307332tlsibl2.jpg', '006_SM LỤA XANH HT HOA LOGO CỔ TÀU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307332tlsibl1.jpg'}",
56324,elise_56324,FF2309031BKDEBL,CHÂN VÁY JEANS ĐUÔI CÁ TÚI TRƯỚC,1.198.000 VND,"['S', 'M', 'L']",,,"{'001_CHÂN VÁY JEANS ĐUÔI CÁ TÚI TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309031bkdebl.jpg', '002_CHÂN VÁY JEANS ĐUÔI CÁ TÚI TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309031bkdebl1.jpg', '003_CHÂN VÁY JEANS ĐUÔI CÁ TÚI TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309031bkdebl4.jpg', '004_CHÂN VÁY JEANS ĐUÔI CÁ TÚI TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309031bkdebl3.jpg', '005_CHÂN VÁY JEANS ĐUÔI CÁ TÚI TRƯỚC': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309031bkdebl2.jpg'}",
56319,elise_56319,FF2308141TLORPT,SM TƠ TRẮNG HT XANH DÂY CỔ THÊU CHỮ,1.198.000 VND,"['S', 'M', 'L']",,,"{'001_SM TƠ TRẮNG HT XANH DÂY CỔ THÊU CHỮ': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308141tlorpt.jpg', '002_SM TƠ TRẮNG HT XANH DÂY CỔ THÊU CHỮ': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308141tlorpt3.jpg', '003_SM TƠ TRẮNG HT XANH DÂY CỔ THÊU CHỮ': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308141tlorpt4.jpg', '004_SM TƠ TRẮNG HT XANH DÂY CỔ THÊU CHỮ': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308141tlorpt2.jpg', '005_SM TƠ TRẮNG HT XANH DÂY CỔ THÊU CHỮ': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308141tlorpt1.jpg'}",
56314,elise_56314,FF2309036BPDEBL,QUẦN JEANS SUÔNG CÁ CẠP,1.098.000 VND,"['S', 'M', 'L']",,,"{'001_QUẦN JEANS SUÔNG CÁ CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309036bpdebl1.jpg', '002_QUẦN JEANS SUÔNG CÁ CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309036bpdebl3.jpg', '003_QUẦN JEANS SUÔNG CÁ CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309036bpdebl.jpg', '004_QUẦN JEANS SUÔNG CÁ CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309036bpdebl4.jpg', '005_QUẦN JEANS SUÔNG CÁ CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309036bpdebl2.jpg'}",
56309,elise_56309,FF2308139TVLABK,GILE REN HOA ĐEN TÚI ỐP,1.298.000 VND,"['S', 'M', 'L']",,,"{'001_GILE REN HOA ĐEN TÚI ỐP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308139tvlabk3.jpg', '002_GILE REN HOA ĐEN TÚI ỐP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308139tvlabk.jpg', '003_GILE REN HOA ĐEN TÚI ỐP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308139tvlabk4.jpg', '004_GILE REN HOA ĐEN TÚI ỐP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308139tvlabk2.jpg', '005_GILE REN HOA ĐEN TÚI ỐP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308139tvlabk1.jpg'}",
56304,elise_56304,FF2308035BPDEGR,QUẦN JEANS XÁM GẤU GẬP,1.098.000 VND,"['S', 'M', 'L']",,,"{'001_QUẦN JEANS XÁM GẤU GẬP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308035bpdegr.jpg', '002_QUẦN JEANS XÁM GẤU GẬP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308035bpdegr5.jpg', '003_QUẦN JEANS XÁM GẤU GẬP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308035bpdegr4.jpg', '004_QUẦN JEANS XÁM GẤU GẬP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308035bpdegr3.jpg', '005_QUẦN JEANS XÁM GẤU GẬP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308035bpdegr2.jpg', '006_QUẦN JEANS XÁM GẤU GẬP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308035bpdegr1.jpg'}",
56299,elise_56299,FF2306275TULAPW,VEST REN TRẮNG HT QUẢ TRÁM,2.098.000 VND,"['S', 'M', 'L']",,,"{'001_VEST REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306275tulapw.jpg', '002_VEST REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306275tulapw3.jpg', '003_VEST REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306275tulapw5.jpg', '004_VEST REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306275tulapw4.jpg', '005_VEST REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306275tulapw2.jpg', '006_VEST REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306275tulapw1.jpg'}",
56294,elise_56294,FF2306276TNLAPW,ÁO 2 DÂY REN TRẮNG HT QUẢ TRÁM,898.000 VND,"['S', 'M', 'L']",,,"{'001_ÁO 2 DÂY REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306276tnlapw5.jpg', '002_ÁO 2 DÂY REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306276tnlapw4.jpg', '003_ÁO 2 DÂY REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306276tnlapw.jpg', '004_ÁO 2 DÂY REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306276tnlapw3.jpg', '005_ÁO 2 DÂY REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306276tnlapw2.jpg', '006_ÁO 2 DÂY REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2306276tnlapw1.jpg'}",
