product_id,general_id,sku,product_name,price,size,color,description,image_list,url
57132,elise_57132,FS2401215BPWOBK,QUẦN BAGGY TAFTA ĐEN GÂN GIỮA,1.198.000 VND,"['S', 'M', 'L']",,,"{'001_QUẦN BAGGY TAFTA ĐEN GÂN GIỮA': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401215bpwobk4.jpg', '002_QUẦN BAGGY TAFTA ĐEN GÂN GIỮA': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401215bpwobk1.jpg', '003_QUẦN BAGGY TAFTA ĐEN GÂN GIỮA': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401215bpwobk3.jpg', '004_QUẦN BAGGY TAFTA ĐEN GÂN GIỮA': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401215bpwobk2.jpg'}",
57127,elise_57127,FS2401040BKWOBK,JUPE DÀI ĐEN TÚI CHÉO,1.198.000 VND,"['S', 'M', 'L']",,,"{'001_JUPE DÀI ĐEN TÚI CHÉO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401040bkwobk.jpg', '002_JUPE DÀI ĐEN TÚI CHÉO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401040bkwobk1.jpg', '003_JUPE DÀI ĐEN TÚI CHÉO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401040bkwobk3.jpg', '004_JUPE DÀI ĐEN TÚI CHÉO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401040bkwobk2.jpg'}",
57117,elise_57117,FS2401243TUWOBE,VEST NGẮN TAY BE NHẠT,1.698.000 VND,"['S', 'M', 'L']",,,"{'001_VEST NGẮN TAY BE NHẠT': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401243tuwobe4.jpg', '002_VEST NGẮN TAY BE NHẠT': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401243tuwobe2.jpg', '003_VEST NGẮN TAY BE NHẠT': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401243tuwobe3.jpg', '004_VEST NGẮN TAY BE NHẠT': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401243tuwobe1.jpg'}",
57112,elise_57112,FS2401244BPWOBE,QUẦN BAGGY BE NHẠT TÚI SƯỜN,1.198.000 VND,"['S', 'M', 'L']",,,"{'001_QUẦN BAGGY BE NHẠT TÚI SƯỜN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401244bpwobe4.jpg', '002_QUẦN BAGGY BE NHẠT TÚI SƯỜN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401244bpwobe1.jpg', '003_QUẦN BAGGY BE NHẠT TÚI SƯỜN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401244bpwobe3.jpg', '004_QUẦN BAGGY BE NHẠT TÚI SƯỜN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401244bpwobe2.jpg'}",
57107,elise_57107,FS2312139BSWOBK,QUẦN SOOC TAFTA ĐEN LƠ VÊ GẤU,1.098.000 VND,"['S', 'M', 'L']",,,"{'001_QUẦN SOOC TAFTA ĐEN LƠ VÊ GẤU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312139bswobk.jpg', '002_QUẦN SOOC TAFTA ĐEN LƠ VÊ GẤU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312139bswobk1.jpg', '003_QUẦN SOOC TAFTA ĐEN LƠ VÊ GẤU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312139bswobk3.jpg', '004_QUẦN SOOC TAFTA ĐEN LƠ VÊ GẤU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312139bswobk2.jpg'}",
57097,elise_57097,FS2401209TSKCWH,ÁO THUN TRẮNG NƠ NGANG VAI,798.000 VND,"['S', 'M', 'L']",,,"{'001_ÁO THUN TRẮNG NƠ NGANG VAI': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401209tskcwh1.jpg', '002_ÁO THUN TRẮNG NƠ NGANG VAI': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401209tskcwh2.jpg', '003_ÁO THUN TRẮNG NƠ NGANG VAI': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401209tskcwh.jpg'}",
57092,elise_57092,FS2312159BKWOBK,CHÂN VÁY ĐEN DẬP LY TO,1.398.000 VND,"['S', 'M', 'L']",,,"{'001_CHÂN VÁY ĐEN DẬP LY TO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312159bkwobk1.jpg', '002_CHÂN VÁY ĐEN DẬP LY TO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312159bkwobk2.jpg', '003_CHÂN VÁY ĐEN DẬP LY TO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312159bkwobk.jpg'}",
57087,elise_57087,FS2312112BPWOBK,QUẦN SUÔNG ĐEN KHÓA SAU,1.098.000 VND,['L'],,,"{'001_QUẦN SUÔNG ĐEN KHÓA SAU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312112bpwobk1.jpg', '002_QUẦN SUÔNG ĐEN KHÓA SAU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312112bpwobk2.jpg', '003_QUẦN SUÔNG ĐEN KHÓA SAU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312112bpwobk3.jpg', '004_QUẦN SUÔNG ĐEN KHÓA SAU': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312112bpwobk.jpg'}",
57082,elise_57082,FS2401286TSWOBK,ÁO VEST CHIFFON ĐEN,1.398.000 VND,"['S', 'M', 'L']",,,"{'001_ÁO VEST CHIFFON ĐEN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401286tswobk1.jpg', '002_ÁO VEST CHIFFON ĐEN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401286tswobk3.jpg', '003_ÁO VEST CHIFFON ĐEN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401286tswobk2.jpg', '004_ÁO VEST CHIFFON ĐEN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401286tswobk.jpg'}",
57077,elise_57077,FS2401288TNSIBK,ÁO 2 DÂY LỤA ĐEN,698.000 VND,"['S', 'M', 'L']",,,"{'001_ÁO 2 DÂY LỤA ĐEN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401288tnsibk3.jpg', '002_ÁO 2 DÂY LỤA ĐEN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401288tnsibk.jpg', '003_ÁO 2 DÂY LỤA ĐEN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401288tnsibk2.jpg', '004_ÁO 2 DÂY LỤA ĐEN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401288tnsibk1.jpg'}",
57072,elise_57072,FF2309009TLORBK,SƠ MI TƠ ĐEN CỔ 2 LỚP KẸP REN,1.098.000 VND,['L'],,,"{'001_SƠ MI TƠ ĐEN CỔ 2 LỚP KẸP REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309009tlorbk1.jpg', '002_SƠ MI TƠ ĐEN CỔ 2 LỚP KẸP REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309009tlorbk2.jpg', '003_SƠ MI TƠ ĐEN CỔ 2 LỚP KẸP REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309009tlorbk.jpg'}",
57067,elise_57067,FS2401237BKWOBR,JUPE DÀI VÂN NÂU XẺ CHỒNG XẾP LY,1.298.000 VND,"['S', 'M', 'L']",,,"{'001_JUPE DÀI VÂN NÂU XẺ CHỒNG XẾP LY': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401237bkwobr1.jpg', '002_JUPE DÀI VÂN NÂU XẺ CHỒNG XẾP LY': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401237bkwobr2.jpg', '003_JUPE DÀI VÂN NÂU XẺ CHỒNG XẾP LY': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401237bkwobr.jpg'}",
57062,elise_57062,FS2401227BKWOBK,JUPE ĐEN XẺ LỆCH ĐAI CẠP,1.198.000 VND,"['S', 'M', 'L']",,,"{'001_JUPE ĐEN XẺ LỆCH ĐAI CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401227bkwobk.jpg', '002_JUPE ĐEN XẺ LỆCH ĐAI CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401227bkwobk1.jpg', '003_JUPE ĐEN XẺ LỆCH ĐAI CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401227bkwobk2.jpg'}",
57057,elise_57057,FS2401236TNORBE,ÁO TƠ NHĂN BE SÁT NÁCH CỔ GẬP,1.098.000 VND,"['S', 'M', 'L']",,,"{'001_ÁO TƠ NHĂN BE SÁT NÁCH CỔ GẬP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401236tnorbe2.jpg', '002_ÁO TƠ NHĂN BE SÁT NÁCH CỔ GẬP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401236tnorbe.jpg', '003_ÁO TƠ NHĂN BE SÁT NÁCH CỔ GẬP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401236tnorbe1.jpg'}",
57052,elise_57052,FF2307149TLORWH,SM TƠ TRẮNG BÈO THÂN KẸP REN,1.298.000 VND,"['S', 'M', 'L']",,,"{'001_SM TƠ TRẮNG BÈO THÂN KẸP REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307149tlorwh2.jpg', '002_SM TƠ TRẮNG BÈO THÂN KẸP REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307149tlorwh3.jpg', '003_SM TƠ TRẮNG BÈO THÂN KẸP REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307149tlorwh1.jpg', '004_SM TƠ TRẮNG BÈO THÂN KẸP REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2307149tlorwh.jpg'}",
57047,elise_57047,FS2312141DIWOPY,ĐẦM VOAN HOA VÀNG ĐUÔI MULLET,2.198.000 VND,"['S', 'M', 'L']",,,"{'001_ĐẦM VOAN HOA VÀNG ĐUÔI MULLET': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312141diwopy3.jpg', '002_ĐẦM VOAN HOA VÀNG ĐUÔI MULLET': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312141diwopy1.jpg', '003_ĐẦM VOAN HOA VÀNG ĐUÔI MULLET': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312141diwopy.jpg', '004_ĐẦM VOAN HOA VÀNG ĐUÔI MULLET': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312141diwopy2.jpg'}",
57042,elise_57042,FS2401041DXWOPT,ĐẦM CHIFFON 2 DÂY NƠ HT VÀNG,2.098.000 VND,"['S', 'M', 'L']",,,"{'001_ĐẦM CHIFFON 2 DÂY NƠ HT VÀNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401041dxwopt.jpg', '002_ĐẦM CHIFFON 2 DÂY NƠ HT VÀNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401041dxwopt1.jpg', '003_ĐẦM CHIFFON 2 DÂY NƠ HT VÀNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401041dxwopt2.jpg', '004_ĐẦM CHIFFON 2 DÂY NƠ HT VÀNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401041dxwopt3.jpg'}",
57037,elise_57037,FS2401088BKWOGE,CV XANH CỐM NHÚN LY ĐAI CẠP,1.398.000 VND,"['S', 'M', 'L']",,,"{'001_CV XANH CỐM NHÚN LY ĐAI CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401088bkwoge3.jpg', '002_CV XANH CỐM NHÚN LY ĐAI CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401088bkwoge1.jpg', '003_CV XANH CỐM NHÚN LY ĐAI CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401088bkwoge.jpg', '004_CV XANH CỐM NHÚN LY ĐAI CẠP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401088bkwoge2.jpg'}",
57032,elise_57032,FS2401087TNWOGE,ÁO SÁT NÁCH XANH CỐM DÂY TẾT,1.098.000 VND,"['S', 'M', 'L']",,,"{'001_ÁO SÁT NÁCH XANH CỐM DÂY TẾT': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401087tnwoge3.jpg', '002_ÁO SÁT NÁCH XANH CỐM DÂY TẾT': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401087tnwoge1.jpg', '003_ÁO SÁT NÁCH XANH CỐM DÂY TẾT': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401087tnwoge2.jpg', '004_ÁO SÁT NÁCH XANH CỐM DÂY TẾT': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401087tnwoge.jpg'}",
57027,elise_57027,FS2401112DIWOPL,ĐẦM VOAN HOA NỀN XANH TRỄ VAI,2.098.000 VND,"['S', 'M', 'L']",,,"{'001_ĐẦM VOAN HOA NỀN XANH TRỄ VAI': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401112diwopl3.jpg', '002_ĐẦM VOAN HOA NỀN XANH TRỄ VAI': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401112diwopl2.jpg', '003_ĐẦM VOAN HOA NỀN XANH TRỄ VAI': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401112diwopl.jpg', '004_ĐẦM VOAN HOA NỀN XANH TRỄ VAI': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401112diwopl1.jpg'}",
57022,elise_57022,FS2401346DIORPL,ĐẦM TƠ XỐP HOA XANH TAY PHỒNG,2.498.000 VND,"['S', 'M', 'L']",,,"{'001_ĐẦM TƠ XỐP HOA XANH TAY PHỒNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401346diorpl.jpg', '002_ĐẦM TƠ XỐP HOA XANH TAY PHỒNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401346diorpl3.jpg', '003_ĐẦM TƠ XỐP HOA XANH TAY PHỒNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401346diorpl2.jpg', '004_ĐẦM TƠ XỐP HOA XANH TAY PHỒNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401346diorpl1.jpg'}",
57017,elise_57017,FS2401090DXWOPT,ĐẦM VOAN HOA NỀN BE VÀNG,2.098.000 VND,"['S', 'M', 'L']",,,"{'001_ĐẦM VOAN HOA NỀN BE VÀNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401090dxwopt1.jpg', '002_ĐẦM VOAN HOA NỀN BE VÀNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401090dxwopt.jpg', '003_ĐẦM VOAN HOA NỀN BE VÀNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401090dxwopt2.jpg', '004_ĐẦM VOAN HOA NỀN BE VÀNG': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401090dxwopt3.jpg'}",
